Scientific name;Taxon status;Type category;Barcode;Collector;Collector Number;Date;Determined by;Locality Note;Latitude;Longitude;Precision;Habitat;Country;Country ISO code;Major Admin Name;Minor Admin Name;Locality;Taxon rank;Kingdom;Phylum;Class;Order;Family;Genus;Species;Collection;Institute code;Institute;Collection year
Puccinellia distans (Jacq.) Parl.;;;UGDA.0039678;Wszałek-Rożek Katarzyna;s.n.;2005-08-08;Wszałek-Rożek Katarzyna;"Polska, województwo pomorskie, Władysławowo, 150 m od parkingu przy ul. Bohaterów Kaszubskich; ATPOL: CA39c";54.7889;18.4136;5km;wilgotne zagłębienia w torfowym podłożu, mikrosiedliska ze Spergularia salina;Poland;pl;Pomeranian Voivodeship;;Puck County;species;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Puccinellia;distans;UGDA-Plants;UGDA;Uniwersytet Gdański;2005
Hypericum perforatum L.;;;UGDA.0049049;Wszałek-Rożek Katarzyna, Afranowicz-Cieślak Renata, Bartłomiej Hajek, Markowski Ryszard, Chojnacki Włodzimierz;s.n.;2020-07-21;Markowski Ryszard;województwo pomorskie, koło Chośnicy, okolice Jeziora Jelenie Duże;54.2568;17.6835;gps;pobocze leśnej drogi gruntowej;Poland;pl;Pomeranian Voivodeship;gmina Parchowo;Bytów County;species;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Hypericaceae;Hypericum;perforatum;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
Hypericum perforatum L.;;;UGDA.0049048;Wszałek-Rożek Katarzyna, Afranowicz-Cieślak Renata, Bartłomiej Hajek, Markowski Ryszard, Chojnacki Włodzimierz;s.n.;2020-07-21;Markowski Ryszard;województwo pomorskie, koło Chośnicy, okolice Jeziora Jelenie Duże;54.2568;17.6835;gps;pobocze leśnej drogi gruntowej;Poland;pl;Pomeranian Voivodeship;gmina Parchowo;Bytów County;species;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Hypericaceae;Hypericum;perforatum;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
Dryopteris filix-mas (L.) Schott;;;UGDA.0034425;Naukowe Studenckie Koło Botaniczne UG;s.n.;1999-07-21;Afranowicz-Cieślak Renata;Szadowski Młyn, prawy brzeg rzeki Liwy;53.7729;19.0584;2,5km;zbocze rzeki;Poland;pl;Pomeranian Voivodeship;gmina Kwidzyn;Kwidzyn County;species;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Dryopteridaceae;Dryopteris;filix-mas;UGDA-Plants;UGDA;Uniwersytet Gdański;1999
Dryopteris filix-mas (L.) Schott;;;UGDA.0034424;Naukowe Studenckie Koło Botaniczne UG;s.n.;1999-07-21;Afranowicz-Cieślak Renata;Szadowski Młyn, prawy brzeg rzeki Liwy;53.7729;19.0584;2,5km;zbocze rzeki;Poland;pl;Pomeranian Voivodeship;gmina Kwidzyn;Kwidzyn County;species;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Dryopteridaceae;Dryopteris;filix-mas;UGDA-Plants;UGDA;Uniwersytet Gdański;1999
Galium odoratum (L.) Scop.;;;UGDA.0032485;Sadowska Agnieszka;s.n.;2020-05-31;Sadowska A.;Polska, województwo pomorskie, Pobrzeże Gdańskie, powiat Gdańsk, Gdańsk-Oliwa, Lasy Oliwskie, obok leśniczówki Gołębiewo;54.4424;18.496;gps;las liściasty;Poland;pl;Pomeranian Voivodeship;Gdynia  Wielki Kack;Gdynia  Gdynia;species;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Galium;odoratum;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
Picris hieracioides L.;;;UGDA.0001562;Rudnicka D.;s.n.;1977-06-30;Rudnicka D.;Żuławy Wiślane, lewobrzeżna pradolina Wisły, Mała Słońca, ok. 1 km na N od wsi;54.0127;18.8273;2,5km;szczyt skarpy;Poland;pl;Pomeranian Voivodeship;gmina Subkowy;Tczew County;species;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Picris;hieracioides;UGDA-Plants;UGDA;Uniwersytet Gdański;1977
Campanula persicifolia L.;;;UGDA.0006278;Piotrowska Hanna;s.n.;1968-06-25;Piotrowska Hanna;Polska, Pobrzeże Kaszubskie, powiat pucki, gmina Krokowa, Kartoszyno, koło Jeziora Żarnowieckiego;54.74;18.0;1km;skraj lasu;Poland;pl;Pomeranian Voivodeship;gmina Gniewino;Wejherowo County;species;Plantae;Tracheophyta;Magnoliopsida;Asterales;Campanulaceae;Campanula;persicifolia;UGDA-Plants;UGDA;Uniwersytet Gdański;1968
Honckenya peploides (L.) Ehrh.;;;UGDA.0019179;Makowiecka Danuta;s.n.;1978-08-05;Makowiecka Danuta;Polska, Półwysep Helski;54.6091;18.8082;>10km;za torem;Poland;pl;Pomeranian Voivodeship;;Puck County;species;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Honckenya;peploides;UGDA-Plants;UGDA;Uniwersytet Gdański;1978
Scabiosa columbaria L.;;;UGDA.0041807;Markowski Ryszard, Olszewski Tomasz S.;s.n.;2018-06-30;Markowski Ryszard;Bory Tucholskie, nadleśnictwo Przymuszewo, leśnictwo Bukówki, oddz. 148;53.9862;17.5241;1km;murawa napiaskowa na skraju lasu sosnowego;Poland;pl;Pomeranian Voivodeship;gmina Lipnica;Bytów County;species;Plantae;Tracheophyta;Magnoliopsida;Dipsacales;Caprifoliaceae;Scabiosa;columbaria;UGDA-Plants;UGDA;Uniwersytet Gdański;2018
Torilis japonica (Houtt.) DC.;;;UGDA.0002980;Piotrowska Hanna;s.n.;1971-08-05;Piotrowska Hanna;"Pomorze Zachodnie; Przełom Raduni; Babi Dół, lewa strona Raduni";54.3193;18.3087;2,5km;skraj lasu;Poland;pl;Pomeranian Voivodeship;gmina Żukowo;Kartuzy County;species;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;Torilis;japonica;UGDA-Plants;UGDA;Uniwersytet Gdański;1971
Torilis japonica (Houtt.) DC.;;;UGDA.0044412;Buliński Michał;s.n.;1975-07-23;Buliński Michał;Polska, Poj. Kaszubskie, 0.7 km na E od Czapielska, wierzchowina jaru rzeki Reknicy;54.2634;18.4223;1km;miedza na skraju grądu przy polach;Poland;pl;Pomeranian Voivodeship;gmina Kolbudy;Gdańsk County;species;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;Torilis;japonica;UGDA-Plants;UGDA;Uniwersytet Gdański;1975
Torilis japonica (Houtt.) DC.;;;UGDA.0044411;Buliński Michał;s.n.;1975-07-23;Buliński Michał;Polska, Poj. Kaszubskie, 0.7 km na E od Czapielska, wierzchowina jaru rzeki Reknicy;54.2634;18.4223;1km;miedza na skraju grądu przy polach;Poland;pl;Pomeranian Voivodeship;gmina Kolbudy;Gdańsk County;species;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;Torilis;japonica;UGDA-Plants;UGDA;Uniwersytet Gdański;1975
Plantago uliginosa F.W.Schmidt;;;UGDA.0023619;Herbich Jacek;s.n.;;Herbich Jacek;Polska, Pojezierze Kaszubskie, Babi Dół;54.299;18.3114;10km;;Poland;pl;Pomeranian Voivodeship;gmina Żukowo;Kartuzy County;species;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Plantaginaceae;Plantago;uliginosa;UGDA-Plants;UGDA;Uniwersytet Gdański;
Ranunculus auricomus L.;;;UGDA.0047257;Jankowski S.;s.n.;2020-05-15;Jankowski S.;Polska, województwo pomorskie, powiat Lęborski, przedmieścia Lęborka, ATPOL: CA-64;54.524;17.726;gps;las;Poland;pl;Pomeranian Voivodeship;Lębork;Lębork County;species;Plantae;Tracheophyta;Magnoliopsida;Ranunculales;Ranunculaceae;Ranunculus;auricomus;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
Teesdalia nudicaulis (L.) W.T.Aiton;;;UGDA.0041354;Markowski Ryszard;s.n.;1970-07-20;Markowski Ryszard;Pojezierze Kaszubskie, powiat Kartuzy, Kobysewo, koło wsi;54.3566;18.2659;2,5km;u skraju lasu;Poland;pl;Pomeranian Voivodeship;gmina Przodkowo;Aglomeracja Trójmiasta;species;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;Teesdalia;nudicaulis;UGDA-Plants;UGDA;Uniwersytet Gdański;1970
Teesdalia nudicaulis (L.) W.T.Aiton;;;UGDA.0041353;Markowski Ryszard;s.n.;1970-07-20;Markowski Ryszard;Pojezierze Kaszubskie, powiat Kartuzy, Kobysewo, koło wsi;54.3566;18.2659;2,5km;u skraju lasu;Poland;pl;Pomeranian Voivodeship;gmina Przodkowo;Aglomeracja Trójmiasta;species;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;Teesdalia;nudicaulis;UGDA-Plants;UGDA;Uniwersytet Gdański;1970
Mentha aquatica L.;;;UGDA.0039906;Turek Małgorzata;s.n.;2001-07-27;Turek Małgorzata;Nadleśnictwo Wejherowo, Leśnictwo Orle, oddział 160b;54.6261;18.2017;2,5km;łąka;Poland;pl;Pomeranian Voivodeship;gmina Wejherowo;Wejherowo County;species;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Mentha;aquatica;UGDA-Plants;UGDA;Uniwersytet Gdański;2001
Erigeron annuus (L.) Pers.;;;UGDA.0041506;Wszałek-Rożek Katarzyna, Afranowicz-Cieślak Renata, Bartłomiej Hajek, Markowski Ryszard, Chojnacki Włodzimierz;RM23062020/99;2020-06-23;Afranowicz-Cieślak Renata;Polska, województwo pomorskie, między miejscowościami Węgry i Parpary;53.9636;18.9549;gps;polana śródleśna;Poland;pl;Pomeranian Voivodeship;gmina Sztum;Sztum County;species;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Erigeron;annuus;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
Erigeron annuus (L.) Pers.;;;UGDA.0041505;Wszałek-Rożek Katarzyna, Afranowicz-Cieślak Renata, Bartłomiej Hajek, Markowski Ryszard, Chojnacki Włodzimierz;RM23062020/99;2020-06-23;Afranowicz-Cieślak Renata;Polska, województwo pomorskie, między miejscowościami Węgry i Parpary;53.9636;18.9549;gps;polana śródleśna;Poland;pl;Pomeranian Voivodeship;gmina Sztum;Sztum County;species;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Erigeron;annuus;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
Erigeron annuus (L.) Pers.;;;UGDA.0041504;Wszałek-Rożek Katarzyna, Afranowicz-Cieślak Renata, Bartłomiej Hajek, Markowski Ryszard, Chojnacki Włodzimierz;RM23062020/99;2020-06-23;Afranowicz-Cieślak Renata;Polska, województwo pomorskie, między miejscowościami Węgry i Parpary;53.9636;18.9549;gps;polana śródleśna;Poland;pl;Pomeranian Voivodeship;gmina Sztum;Sztum County;species;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Erigeron;annuus;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
Juncus alpinus Vill.;;;UGDA.0020747;Fałtynowicz Wiesław;s.n.;1974-08-16;Fałtynowicz Wiesław;Polska, Bory Tucholskie, nadleśnictwo Laska, leśnictwo Laska, nad brzegiem jeziora Nawionek;53.9125;17.5329;10km;brzeg jeziora;Poland;pl;Pomeranian Voivodeship;gmina Brusy;Chojnice County;species;Plantae;Tracheophyta;Liliopsida;Poales;Juncaceae;Juncus;alpinus;UGDA-Plants;UGDA;Uniwersytet Gdański;1974
Juncus squarrosus L.;;;UGDA.0036892;Budyś Agnieszka;s.n.;2000-06-13;Budyś Agnieszka;Bielawskie Błoto, przy drodze Mieroszyno-Ameryka, południowe obrzeże torfowiska, ATPOL: CA 38/74;54.7888;18.2525;10km;wrzosowisko;Poland;pl;Pomeranian Voivodeship;gmina Krokowa;Puck County;species;Plantae;Tracheophyta;Liliopsida;Poales;Juncaceae;Juncus;squarrosus;UGDA-Plants;UGDA;Uniwersytet Gdański;2000
Oenothera rubricaulis Kleb.;;;UGDA.0033792;Korneluk Zofia;s.n.;1986-08-13;Korneluk Zofia;województwo gdańskie, Wejherowo Śmiechowo, koło peronu SKM;54.6019;18.2756;1km;przydroże;Poland;pl;Pomeranian Voivodeship;Śmiechowo Południe;Wejherowo County;species;Plantae;Tracheophyta;Magnoliopsida;Myrtales;Onagraceae;Oenothera;rubricaulis;UGDA-Plants;UGDA;Uniwersytet Gdański;1986
Lysimachia nemorum L.;;;UGDA.0041219;Markowski Ryszard;s.n.;1969-09-23;Markowski Ryszard;Pojezierze Kaszubskie, Wejherowo, Dąbrówka Młyn, około 700 m w górę rzeki Gościciny;54.5736;18.1745;1km;w łęgu olszowym;Poland;pl;Pomeranian Voivodeship;gmina Wejherowo;Wejherowo County;species;Plantae;Tracheophyta;Magnoliopsida;Ericales;Primulaceae;Lysimachia;nemorum;UGDA-Plants;UGDA;Uniwersytet Gdański;1969
Scleranthus annuus L.;;;UGDA.0039756;Afranowicz-Cieślak Renata;s.n.;2019-07-18;Afranowicz-Cieślak Renata;"Polska, województwo pomorskie, Pobrzeże Kaszubskie, powiat Wejherowo, Pińskie, Pińskie; Trójmiejski Park Krajobrazowy. ATPOL: CA-68";54.5275;18.3093;gps;pole uprawne;Poland;pl;Pomeranian Voivodeship;gmina Wejherowo;Wejherowo County Aglomeracja Trójmiasta;species;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Scleranthus;annuus;UGDA-Plants;UGDA;Uniwersytet Gdański;2019
Onoclea sensibilis L.;;;UGDA.0022465;Butowski Zbigniew;s.n.;2016-02-24;Butowski Zbigniew;Polska, województwo pomorskie, Pojezierze Kaszubskie, powiat kartuski, Gołubie, Gołubieński Ogród Botaniczny, Kaszubski Park Krajobrazowy;54.2175;18.0506;gps;ogród botaniczny;Poland;pl;Pomeranian Voivodeship;gmina Stężyca;Kartuzy County;species;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Onocleaceae;Onoclea;sensibilis;UGDA-Plants;UGDA;Uniwersytet Gdański;2016
Mentha verticillata L.;;;UGDA.0020739;Pieprznik D., Żelazna G.;s.n.;1978-09-04;Pieprznik D., Żelazna G.;Polska, Pobrzeże Kaszubskie, Osłonino nad Zatoką Pucką;54.6693;18.4563;1km;torfowisko niskie;Poland;pl;Pomeranian Voivodeship;gmina Puck;Puck County;species;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Mentha;verticillata;UGDA-Plants;UGDA;Uniwersytet Gdański;1978
Euphrasia micrantha Rchb.;;;UGDA.0023948;Kurowska M.;s.n.;1982-07-28;Kurowska M.;Pobrzeże Kaszubskie, Nadleśnictwo Wejherowo, obręb Wejherowo, oddz. 135c;54.6354;18.2196;1km;uprawa sosny;Poland;pl;Pomeranian Voivodeship;gmina Wejherowo;Wejherowo County;species;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Orobanchaceae;Euphrasia;micrantha;UGDA-Plants;UGDA;Uniwersytet Gdański;1982
Polygonum persicaria L.;;;UGDA.0042444;Murdza Katarzyna;s.n.;2017;Murdza Katarzyna;Polska, województwo pomorskie, powiat człuchowski, gmina Rzeczenica, Pieniężnica;53.858;16.9609;2,5km;łąka w pobliżu stawu;Poland;pl;Pomeranian Voivodeship;gmina Rzeczenica;Człuchów County  Pieniężnica;species;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Polygonaceae;Polygonum;persicaria;UGDA-Plants;UGDA;Uniwersytet Gdański;2017
Convallaria majalis L.;;;UGDA.0047794;Waszkiewicz Dorota;s.n.;2005-06-07;Waszkiewicz Dorota;Gdańsk-Matemblewo, dolina Strzyży, oddział 159;54.3614;18.5313;1km;buczyna;Poland;pl;Pomeranian Voivodeship;Brętowo;Gdansk;species;Plantae;Tracheophyta;Liliopsida;Asparagales;Asparagaceae;Convallaria;majalis;UGDA-Plants;UGDA;Uniwersytet Gdański;2005
Convallaria majalis L.;;;UGDA.0047793;Waszkiewicz Dorota;s.n.;2005-06-07;Waszkiewicz Dorota;Gdańsk-Matemblewo, dolina Strzyży, oddział 159;54.3614;18.5313;1km;buczyna;Poland;pl;Pomeranian Voivodeship;Brętowo;Gdansk;species;Plantae;Tracheophyta;Liliopsida;Asparagales;Asparagaceae;Convallaria;majalis;UGDA-Plants;UGDA;Uniwersytet Gdański;2005
Convallaria majalis L.;;;UGDA.0047792;Waszkiewicz Dorota;s.n.;2005-06-07;Waszkiewicz Dorota;Gdańsk-Matemblewo, dolina Strzyży, oddział 159;54.3614;18.5313;1km;buczyna;Poland;pl;Pomeranian Voivodeship;Brętowo;Gdansk;species;Plantae;Tracheophyta;Liliopsida;Asparagales;Asparagaceae;Convallaria;majalis;UGDA-Plants;UGDA;Uniwersytet Gdański;2005
Viola tricolor L.;;;UGDA.0048099;Zedler D.;s.n.;2020-06-16;Kowalewska Anna;"Polska, województwo pomorskie, powiat gdański, Borkowo; ATPOL: DA90";54.2949;18.5882;gps;łąka;Poland;pl;Pomeranian Voivodeship;gmina Pruszcz Gdański;Gdańsk County;species;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Viola;tricolor;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
Prunus domestica L.;;;UGDA.0001094;Wszałek-Rożek Katarzyna;s.n.;2019-10-26;Wszałek-Rożek Katarzyna;Polska, woj. pomorskie, Pobrzeże Kaszubskie, powiat Gdańsk, Gdańsk Oliwa, ul. Bytowska, okolica Kuźni Wodnej,;54.4057;18.5389;gps;dawny ogród;Poland;pl;Pomeranian Voivodeship;Oliwa;Gdansk;species;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Prunus;domestica;UGDA-Plants;UGDA;Uniwersytet Gdański;2019
Artemisia absinthium L.;;;UGDA.0031233;Kotłowska A.;s.n.;2016-06-22;Kotłowska A.;"Polska, województwo pomorskie, Pobrzeże Kaszubskie, powiat wejherowski, Rumia-Stara Rumia, ulica Rajska; CA-69";54.5786;18.4108;gps;przydroże;Poland;pl;Pomeranian Voivodeship;Janowo;Wejherowo County;species;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Artemisia;absinthium;UGDA-Plants;UGDA;Uniwersytet Gdański;2016
Utricularia vulgaris L.;;;UGDA.0021084;Kowalczyk M.;s.n.;1988-08-09;Kowalczyk M.;Polska, Pojezierze Kaszubskie, na S od wsi Kamień, między jeziorem Kamień i jezioro Wysoka;54.4623;18.2572;1km;torfowisko wysokie, torfianka;Poland;pl;Pomeranian Voivodeship;gmina Szemud;Wejherowo County;species;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lentibulariaceae;Utricularia;vulgaris;UGDA-Plants;UGDA;Uniwersytet Gdański;1988
Utricularia vulgaris L.;;;UGDA.0021083;Kowalczyk M.;s.n.;1988-08-09;Kowalczyk M.;Polska, Pojezierze Kaszubskie, na S od wsi Kamień, między jeziorem Kamień i jezioro Wysoka;54.4623;18.2572;1km;torfowisko wysokie, torfianka;Poland;pl;Pomeranian Voivodeship;gmina Szemud;Wejherowo County;species;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lentibulariaceae;Utricularia;vulgaris;UGDA-Plants;UGDA;Uniwersytet Gdański;1988
Luzula pilosa (L.) Willd.;;;UGDA.0021108;Stasiak Jadwiga;s.n.;1971-05-08;Stasiak Jadwiga;Polska, województwo pomorskie, Babi Dół, lewy brzeg Raduni;54.2989;18.3112;2,5km;las liściasty;Poland;pl;Pomeranian Voivodeship;gmina Żukowo;Kartuzy County;species;Plantae;Tracheophyta;Liliopsida;Poales;Juncaceae;Luzula;pilosa;UGDA-Plants;UGDA;Uniwersytet Gdański;1971
Thymus pulegioides L.;;;UGDA.0021050;Wciorka Dorota;s.n.;1970-07-26;Wciorka Dorota;Polska, Pobrzeże Gdańskie Gdynia Redłowo;54.4918;18.5382;5km;tor używany, torowisko;Poland;pl;Pomeranian Voivodeship;Mały Kack;Gdynia;species;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Thymus;pulegioides;UGDA-Plants;UGDA;Uniwersytet Gdański;1970
Aphanes arvensis L.;;;UGDA.0042638;Lazarus Madgalena;s.n.;1998-07-09;Lazarus Madgalena;Polska, województwo pomorskie, powiat człuchowski, gmina Debrzno, Rozwory, oddział 309;53.5415;17.1381;1km;pole z uprawą zboża;Poland;pl;Pomeranian Voivodeship;gmina Debrzno;Człuchów County;species;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Aphanes;arvensis;UGDA-Plants;UGDA;Uniwersytet Gdański;1998
Aphanes arvensis L.;;;UGDA.0042637;Lazarus Madgalena;s.n.;1998-07-09;Lazarus Madgalena;Polska, województwo pomorskie, powiat człuchowski, gmina Debrzno, Rozwory, oddział 309;53.5415;17.1381;1km;pole z uprawą zboża;Poland;pl;Pomeranian Voivodeship;gmina Debrzno;Człuchów County;species;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Aphanes;arvensis;UGDA-Plants;UGDA;Uniwersytet Gdański;1998
Aphanes arvensis L.;;;UGDA.0042636;Lazarus Madgalena;s.n.;1998-07-09;Lazarus Madgalena;Polska, województwo pomorskie, powiat człuchowski, gmina Debrzno, Rozwory, oddział 309;53.5415;17.1381;1km;pole z uprawą zboża;Poland;pl;Pomeranian Voivodeship;gmina Debrzno;Człuchów County;species;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Aphanes;arvensis;UGDA-Plants;UGDA;Uniwersytet Gdański;1998
Scleranthus annuus L.;;;UGDA.0039750;Afranowicz-Cieślak Renata;s.n.;2019-07-06;Afranowicz-Cieślak Renata;"Polska, województwo pomorskie, Pobrzeże Kaszubskie, powiat Gdynia, okolice Gdynia Wielki Kack, ok. 1,5 km na SW od Gdyni Wielkiego Kacka; Trójmiejski Park Krajobrazowy. ATPOL: CA-79";54.5298;18.481;gps;pole uprawne;Poland;pl;Pomeranian Voivodeship;Leszczynki;Aglomeracja Trójmiasta Gdynia;species;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Scleranthus;annuus;UGDA-Plants;UGDA;Uniwersytet Gdański;2019
Puccinellia distans (Jacq.) Parl.;;;UGDA.0041691;Wszałek-Rożek Katarzyna;s.n.;2005-07-30;Wszałek-Rożek Katarzyna;"okol. na S od Płutnicy, PZM; ATPOL: CA-49c";54.704;18.4103;5km;na belkach stanow., nabrzeże dawne;Poland;pl;Pomeranian Voivodeship;gmina Puck;Puck County;species;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Puccinellia;distans;UGDA-Plants;UGDA;Uniwersytet Gdański;2005
Glyceria fluitans (L.) R.Br.;;;UGDA.0023271;Stachowiak Barbara;s.n.;1982-06-10;Stachowiak Barbara;Polska, Pojezierze Kaszubskie, Miechucińskie Chrusty;54.3303;18.0231;2,5km;łąka z Deschampsia caespitosa;Poland;pl;Pomeranian Voivodeship;gmina Chmielno;Kartuzy County;species;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Glyceria;fluitans;UGDA-Plants;UGDA;Uniwersytet Gdański;1982
Picris hieracioides L.;;;UGDA.0001559;Rudnicka D.;s.n.;1977-06-16;Rudnicka D.;Żuławy Wiślane, lewobrzeżna pradolina Wisły, między Knibawa a szosą Starogard Gdański-Malbork;54.0564;18.8119;1km;zbocze skarpy doliny Wisły;Poland;pl;Pomeranian Voivodeship;gmina Tczew;Tczew County;species;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Picris;hieracioides;UGDA-Plants;UGDA;Uniwersytet Gdański;1977
Epilobium hirsutum L.;;;UGDA.0022694;Buliński Michał;s.n.;1974-08-24;Buliński Michał;Pojezierze Kaszubskie, 0,3 km na NE od Ząbrska Małego, przy dopływie Reknicy;54.2334;18.3442;2,5km;brzeg rowu melioracyjnego;Poland;pl;Pomeranian Voivodeship;gmina Przywidz;Gdańsk County;species;Plantae;Tracheophyta;Magnoliopsida;Myrtales;Onagraceae;Epilobium;hirsutum;UGDA-Plants;UGDA;Uniwersytet Gdański;1974
Veronica anagallis-aquatica L.;;;UGDA.0023960;Grzmil Monika;s.n.;2002-07-04;Grzmil Monika;Pobrzeże Kaszubskie, Pradolina Płutnicy;54.7558;18.322;>10km;koszona łąka;Poland;pl;Pomeranian Voivodeship;gmina Puck;Puck County;species;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Plantaginaceae;Veronica;anagallis-aquatica;UGDA-Plants;UGDA;Uniwersytet Gdański;2002
Potentilla argentea L.;;;UGDA.0047725;Łobaczewska Anna;s.n.;2009-06-18;Łobaczewska Anna;Gdańsk-Otomin;54.3184;18.5059;10km;łąka niedaleko drogi;Poland;pl;Pomeranian Voivodeship;gmina Kolbudy;Gdańsk County;species;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Potentilla;argentea;UGDA-Plants;UGDA;Uniwersytet Gdański;2009
Tilia platyphyllos Scop.;;;UGDA.0032378;Chojnacki Włodzimierz;s.n.;2020-06-27;Chojnacki Włodzimierz;Mierzeja Wiślana, Gdańsk-Wrzeszcz Górny, ul. Grunwaldzka;54.3793;18.6018;gps;park miejski;Poland;pl;Pomeranian Voivodeship;Wrzeszcz Górny;Gdansk;species;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Tilia;platyphyllos;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
Tilia platyphyllos Scop.;;;UGDA.0032377;Chojnacki Włodzimierz;s.n.;2020-06-27;Chojnacki Włodzimierz;Mierzeja Wiślana, Gdańsk-Wrzeszcz Górny, ul. Grunwaldzka;54.3793;18.6018;gps;park miejski;Poland;pl;Pomeranian Voivodeship;Wrzeszcz Górny;Gdansk;species;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Tilia;platyphyllos;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
Rubus caesius L.;;;UGDA.0032251;Sadowska Agnieszka;SB318;2020-06-09;Sadowska A.;skarpa przy torach obok stacji SKM Sopot - Kamienny Potok;54.459;18.5526;gps;murawa;Poland;pl;Pomeranian Voivodeship;Sopot;Sopot  Sopot;species;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Rubus;caesius;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
Stachys sylvatica L.;;;UGDA.0041961;Kosiróg Adrianna;s.n.;2016-06-09;Kosiróg Adrianna;Polska, województwo pomorskie, Pobrzeże Kaszubskie, powiat Gdańsk, Gdańsk-Strzyża, 1km na NW od kościoła;54.385;18.5776;gps;las liściasty;Poland;pl;Pomeranian Voivodeship;Strzyża;Gdansk;species;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Stachys;sylvatica;UGDA-Plants;UGDA;Uniwersytet Gdański;2016
Geum rivale L.;;;UGDA.0039896;Turek Małgorzata;s.n.;2001-05-26;Turek Małgorzata;Nadleśnictwo Wejherowo, Leśnictwo Orle, oddział 160b;54.6261;18.2017;2,5km;łąka;Poland;pl;Pomeranian Voivodeship;gmina Wejherowo;Wejherowo County;species;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Geum;rivale;UGDA-Plants;UGDA;Uniwersytet Gdański;2001
Medicago falcata L.;;;UGDA.0044203;Karbowska K.;s.n.;2016-06-08;Karbowska K.;Polska, województwo pomorskie, Górki Wschodnie;54.3499;18.797;2,5km;przydroże;Poland;pl;Pomeranian Voivodeship;Wyspa Sobieszewska;Aglomeracja Trójmiasta Gdansk;species;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Medicago;falcata;UGDA-Plants;UGDA;Uniwersytet Gdański;2016
