Scientific name;Taxon status;Type category;Barcode;Collector;Collector Number;Date;Determined by;Locality Note;Latitude;Longitude;Precision;Habitat;Country;Country ISO code;Major Admin Name;Minor Admin Name;Locality;Taxon rank;Kingdom;Phylum;Class;Order;Family;Genus;Species;Collection;Institute code;Institute;Collection year
Physcia tenella (Scop.) DC.;;;SZUB_L.0002373_3;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. Strzelecka od skrzyżowania z ul. Słowackiego do skrzyżowania z ul. Rogali;54.1269;17.9688;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Caliciales;Physciaceae;Physcia;tenella;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Physcia tenella (Scop.) DC.;;;SZUB_L.0002386_4;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. Strzelecka od skrzyżowania z ul. Słowackiego do skrzyżowania z ul. Rogali;54.1269;17.9688;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Caliciales;Physciaceae;Physcia;tenella;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora umbrina (Ach.) A.Massal.;;;SZUB_L.0001710;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Ul. Tetmajera, trawnik przy bloku na ul. M.C Skłodowskiej;54.1213;17.9638;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;umbrina;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora umbrina (Ach.) A.Massal.;;;SZUB_L.0001711;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Ul. Tetmajera, trawnik przy bloku na ul. M.C Skłodowskiej;54.1213;17.9638;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;umbrina;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora umbrina (Ach.) A.Massal.;;;SZUB_L.0001712;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Ul. Tetmajera, trawnik przy bloku na ul. M.C Skłodowskiej;54.1213;17.9638;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;umbrina;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora umbrina (Ach.) A.Massal.;;;SZUB_L.0001713;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Ul. Tetmajera, trawnik przy bloku na ul. M.C Skłodowskiej;54.1213;17.9638;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;umbrina;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora umbrina (Ach.) A.Massal.;;;SZUB_L.0001714;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Ul. Tetmajera, trawnik przy bloku na ul. M.C Skłodowskiej;54.1213;17.9638;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;umbrina;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora umbrina (Ach.) A.Massal.;;;SZUB_L.0001715;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Ul. Tetmajera, trawnik przy bloku na ul. M.C Skłodowskiej;54.1213;17.9638;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;umbrina;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora umbrina (Ach.) A.Massal.;;;SZUB_L.0001716;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Ul. Tetmajera, trawnik przy bloku na ul. M.C Skłodowskiej;54.1213;17.9638;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;umbrina;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora umbrina (Ach.) A.Massal.;;;SZUB_L.0001717;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Ul. Tetmajera, trawnik przy bloku na ul. M.C Skłodowskiej;54.1213;17.9638;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;umbrina;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora umbrina (Ach.) A.Massal.;;;SZUB_L.0001718;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Ul. Tetmajera, trawnik przy bloku na ul. M.C Skłodowskiej;54.1213;17.9638;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;umbrina;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora umbrina (Ach.) A.Massal.;;;SZUB_L.0001719;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Ul. Tetmajera, trawnik przy bloku na ul. M.C Skłodowskiej;54.1213;17.9638;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;umbrina;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora umbrina (Ach.) A.Massal.;;;SZUB_L.0001720;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Ul. Tetmajera, trawnik przy bloku na ul. M.C Skłodowskiej;54.1213;17.9638;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;umbrina;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora umbrina (Ach.) A.Massal.;;;SZUB_L.0001721;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Ul. Tetmajera, trawnik przy bloku na ul. M.C Skłodowskiej;54.1213;17.9638;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;umbrina;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora umbrina (Ach.) A.Massal.;;;SZUB_L.0001722;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Ul. Tetmajera, trawnik przy bloku na ul. M.C Skłodowskiej;54.1213;17.9638;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;umbrina;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora umbrina (Ach.) A.Massal.;;;SZUB_L.0001723;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Ul. Tetmajera, trawnik przy bloku na ul. M.C Skłodowskiej;54.1213;17.9638;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;umbrina;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora umbrina (Ach.) A.Massal.;;;SZUB_L.0001782;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Ul. Tetmajera, trawnik przy bloku na ul. M.C Skłodowskiej;54.1213;17.9638;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;umbrina;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora umbrina (Ach.) A.Massal.;;;SZUB_L.0001783;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Ul. Tetmajera, trawnik przy bloku na ul. M.C Skłodowskiej;54.1213;17.9638;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;umbrina;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora umbrina (Ach.) A.Massal.;;;SZUB_L.0001785;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Ul. Tetmajera, trawnik przy bloku na ul. M.C Skłodowskiej;54.1213;17.9638;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;umbrina;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora umbrina (Ach.) A.Massal.;;;SZUB_L.0001786;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Ul. Tetmajera, trawnik przy bloku na ul. M.C Skłodowskiej;54.1213;17.9638;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;umbrina;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora umbrina (Ach.) A.Massal.;;;SZUB_L.0001787;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Ul. Tetmajera, trawnik przy bloku na ul. M.C Skłodowskiej;54.1213;17.9638;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;umbrina;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora umbrina (Ach.) A.Massal.;;;SZUB_L.0001788;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Ul. Tetmajera, trawnik przy bloku na ul. M.C Skłodowskiej;54.1213;17.9638;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;umbrina;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora umbrina (Ach.) A.Massal.;;;SZUB_L.0001789;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Ul. Tetmajera, trawnik przy bloku na ul. M.C Skłodowskiej;54.1213;17.9638;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;umbrina;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora umbrina (Ach.) A.Massal.;;;SZUB_L.0001790;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Ul. Tetmajera, trawnik przy bloku na ul. M.C Skłodowskiej;54.1213;17.9638;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;umbrina;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora umbrina (Ach.) A.Massal.;;;SZUB_L.0001791;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Ul. Tetmajera, trawnik przy bloku na ul. M.C Skłodowskiej;54.1213;17.9638;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;umbrina;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora umbrina (Ach.) A.Massal.;;;SZUB_L.0001792;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Ul. Tetmajera, trawnik przy bloku na ul. M.C Skłodowskiej;54.1213;17.9638;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;umbrina;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora umbrina (Ach.) A.Massal.;;;SZUB_L.0001793;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Ul. Tetmajera, trawnik przy bloku na ul. M.C Skłodowskiej;54.1213;17.9638;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;umbrina;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Polycauliona candelaria (L.) Frödén, Arup & Søchting;;;SZUB_L.0002314_2;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Kartuska, trawnik przed zespołem szkół zawodowych;54.1254;17.9771;2,5km;na korze Crataegus sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Polycauliona;candelaria;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Polycauliona candelaria (L.) Frödén, Arup & Søchting;;;SZUB_L.0002315;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Kartuska, trawnik przed zespołem szkół zawodowych;54.1254;17.9771;2,5km;na korze Crataegus sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Polycauliona;candelaria;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Polycauliona candelaria (L.) Frödén, Arup & Søchting;;;SZUB_L.0002316_2;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Kartuska, trawnik przed zespołem szkół zawodowych;54.1254;17.9771;2,5km;na korze Crataegus sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Polycauliona;candelaria;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Polycauliona candelaria (L.) Frödén, Arup & Søchting;;;SZUB_L.0002319;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Kartuska, trawnik przed zespołem szkół zawodowych;54.1254;17.9771;2,5km;na korze Crataegus sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Polycauliona;candelaria;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Lecanora saligna (Schrad.) Zahlbr.;;;SZUB_L.0001458;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Łąkowa;54.1352;17.9796;2,5km;na korze Fraxinus excelsior;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;saligna;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Lecanora saligna (Schrad.) Zahlbr.;;;SZUB_L.0001459;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Łąkowa;54.1352;17.9796;2,5km;na korze Fraxinus excelsior;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;saligna;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Polycauliona candelaria (L.) Frödén, Arup & Søchting;;;SZUB_L.0001993;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. M.C. Skłodowskiej, trawnik między blokami;54.1223;17.9675;2,5km;na korze Robinia pseudoacacia;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Polycauliona;candelaria;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Polycauliona candelaria (L.) Frödén, Arup & Søchting;;;SZUB_L.0001994;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. M.C. Skłodowskiej, trawnik między blokami;54.1223;17.9675;2,5km;na korze Robinia pseudoacacia;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Polycauliona;candelaria;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Polycauliona candelaria (L.) Frödén, Arup & Søchting;;;SZUB_L.0001995;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. M.C. Skłodowskiej, trawnik między blokami;54.1223;17.9675;2,5km;na korze Robinia pseudoacacia;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Polycauliona;candelaria;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Polycauliona candelaria (L.) Frödén, Arup & Søchting;;;SZUB_L.0001996_2;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. M.C. Skłodowskiej, trawnik między blokami;54.1223;17.9675;2,5km;na korze Robinia pseudoacacia;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Polycauliona;candelaria;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Polycauliona candelaria (L.) Frödén, Arup & Søchting;;;SZUB_L.0001997_3;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. M.C. Skłodowskiej, trawnik między blokami;54.1223;17.9675;2,5km;na korze Robinia pseudoacacia;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Polycauliona;candelaria;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Polycauliona candelaria (L.) Frödén, Arup & Søchting;;;SZUB_L.0002001_2;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. M.C. Skłodowskiej, trawnik między blokami;54.1223;17.9675;2,5km;na korze Robinia pseudoacacia;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Polycauliona;candelaria;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Physcia tenella (Scop.) DC.;;;SZUB_L.0001939;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, trawnik między blokami na ul. Brzozowej i Dębowej;54.1203;17.9663;2,5km;na korze Acer pseudoplatanus;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Caliciales;Physciaceae;Physcia;tenella;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Physcia tenella (Scop.) DC.;;;SZUB_L.0001940;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, trawnik między blokami na ul. Brzozowej i Dębowej;54.1203;17.9663;2,5km;na korze Acer pseudoplatanus;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Caliciales;Physciaceae;Physcia;tenella;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Physcia tenella (Scop.) DC.;;;SZUB_L.0001941;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, trawnik między blokami na ul. Brzozowej i Dębowej;54.1203;17.9663;2,5km;na korze Acer pseudoplatanus;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Caliciales;Physciaceae;Physcia;tenella;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Physcia tenella (Scop.) DC.;;;SZUB_L.0001942_2;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, trawnik między blokami na ul. Brzozowej i Dębowej;54.1203;17.9663;2,5km;na korze Acer pseudoplatanus;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Caliciales;Physciaceae;Physcia;tenella;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora conizaeoides Nyl.ex Cromb.;;;SZUB_L.0002275;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. Jeziorna, trawnik przy skrzyżowaniu ulicy Świętojańskiej i Jeziornej;54.1235;17.9773;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;conizaeoides;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora conizaeoides Nyl.ex Cromb.;;;SZUB_L.0002276;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. Jeziorna, trawnik przy skrzyżowaniu ulicy Świętojańskiej i Jeziornej;54.1235;17.9773;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;conizaeoides;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora conizaeoides Nyl.ex Cromb.;;;SZUB_L.0002277;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. Jeziorna, trawnik przy skrzyżowaniu ulicy Świętojańskiej i Jeziornej;54.1235;17.9773;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;conizaeoides;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora conizaeoides Nyl.ex Cromb.;;;SZUB_L.0002278;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. Jeziorna, trawnik przy skrzyżowaniu ulicy Świętojańskiej i Jeziornej;54.1235;17.9773;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;conizaeoides;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora conizaeoides Nyl.ex Cromb.;;;SZUB_L.0002280;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. Jeziorna, trawnik przy skrzyżowaniu ulicy Świętojańskiej i Jeziornej;54.1235;17.9773;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;conizaeoides;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora conizaeoides Nyl.ex Cromb.;;;SZUB_L.0002281;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. Jeziorna, trawnik przy skrzyżowaniu ulicy Świętojańskiej i Jeziornej;54.1235;17.9773;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;conizaeoides;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora conizaeoides Nyl.ex Cromb.;;;SZUB_L.0002283;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. Jeziorna, trawnik przy skrzyżowaniu ulicy Świętojańskiej i Jeziornej;54.1235;17.9773;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;conizaeoides;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora conizaeoides Nyl.ex Cromb.;;;SZUB_L.0002284;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. Jeziorna, trawnik przy skrzyżowaniu ulicy Świętojańskiej i Jeziornej;54.1235;17.9773;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;conizaeoides;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora conizaeoides Nyl.ex Cromb.;;;SZUB_L.0002285;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. Jeziorna, trawnik przy skrzyżowaniu ulicy Świętojańskiej i Jeziornej;54.1235;17.9773;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;conizaeoides;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora conizaeoides Nyl.ex Cromb.;;;SZUB_L.0002286;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. Jeziorna, trawnik przy skrzyżowaniu ulicy Świętojańskiej i Jeziornej;54.1235;17.9773;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;conizaeoides;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
